lat,long,Construction year,minimum nights,number of reviews,reviews per month,review rate number,calculated host listings count,availability 365,service fee,host_identity_verified_unconfirmed,host_identity_verified_verified,neighbourhood group_Bronx,neighbourhood group_Brooklyn,neighbourhood group_Manhattan,neighbourhood group_Queens,neighbourhood group_Staten Island,instant_bookable_False,instant_bookable_True,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,room type_Entire home/apt,room type_Private room,room type_Shared room,price
40.72274,-73.97581,2015,2,69,0.71,4,1,0,34,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,170
40.6858,-73.9828,2015,3,232,2.41,3,1,0,75,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,377
40.67535,-73.97654,2011,1,35,0.41,5,1,416,232,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1162
40.72255,-73.99346,2020,3,18,0.21,5,1,377,88,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,438
40.72485,-73.97813,2009,4,22,0.23,5,1,84,118,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,589
40.80473,-73.9532,2018,8,17,0.17,3,1,291,145,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,725
40.72217,-73.98419,2019,0,34,0.58,5,1,113,132,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,661
40.71943,-73.9565,2021,0,8,0.08,4,1,207,192,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,960
40.79264,-73.97294,2014,0,2,0.08,3,1,349,86,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,431
40.65749,-73.97675,2014,0,52,0.72,5,1,198,45,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,226
40.80474,-73.94688,2022,0,74,0.76,2,2,143,220,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1101
40.89747,-73.8639,2010,1,197,2.49,5,1,132,162,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,811
40.72008,-73.98404,2019,4,19,0.2,5,1,327,187,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,935
40.75725,-73.91098,2016,1,414,4.34,5,1,325,93,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,465
40.7102,-73.94495,2012,2,8,0.09,3,4,331,51,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,256
40.72674,-73.9782,2007,7,25,0.3,5,1,283,239,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1196
40.81156,-73.94571,2003,3,119,1.22,1,5,114,90,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,448
40.7385,-73.91806,2017,40,53,0.55,1,3,376,161,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,805
40.72937,-73.95671,2008,2,104,1.09,2,1,211,172,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,859
40.72587,-73.98438,2008,3,175,1.8,3,1,256,138,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,691
40.82426,-73.9463,2006,3,38,0.42,4,3,145,139,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,693
40.71624,-73.96272,2010,45,39,0.5,5,1,112,149,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,747
40.68101,-73.94081,2020,31,88,0.91,3,1,296,181,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,906
40.71534,-73.95914,2022,5,117,1.28,5,1,47,50,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,252
40.68288,-73.96024,2017,3,43,0.44,2,2,130,144,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,718
40.72489,-73.95494,2015,5,4,0.05,3,1,106,24,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,120
40.70867,-73.94284,2011,2,385,4.0,5,1,97,232,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1161
40.67963,-73.93908,2014,1,64,0.68,1,3,368,81,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,407
40.6798,-73.93908,2017,1,39,0.41,5,3,193,171,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,857
40.74346,-73.99882,2004,2,37,1.79,2,1,362,168,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,839
40.77724,-73.98109,2021,3,10,0.12,5,1,100,225,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1126
40.72972,-73.97995,2020,2,103,1.08,2,1,248,33,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,166
40.74102,-73.91681,2004,40,41,0.43,2,3,400,66,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,330
40.71309,-73.94128,2018,6,3,0.03,5,1,231,45,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,225
40.83096,-73.94633,2010,3,227,2.33,3,1,399,168,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,839
40.70283,-73.92131,2004,0,480,6.7,2,1,319,222,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1111
40.84468,-73.94303,2016,398,34,0.35,1,1,182,82,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,409
40.68252,-73.99619,2016,0,6,0.06,3,1,164,114,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,572
40.74342,-73.99483,2008,0,3,0.04,5,2,266,83,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,413
40.72578,-73.97879,2021,3,147,1.6,5,1,253,46,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,229
40.66085,-73.98537,2017,28,101,1.06,4,1,53,212,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1060
40.80113,-73.94503,2006,2,11,0.12,4,2,191,209,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1046
40.78569,-73.97581,2010,65,11,0.12,4,1,414,23,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,114
40.71473,-73.98842,2016,3,3,0.04,4,2,9,87,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,435
40.80827,-73.95329,2019,3,168,4.6,5,1,345,13,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,67
40.72901,-73.95812,2012,3,241,2.49,4,1,186,118,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,590
40.73476,-73.98452,2016,2,105,1.13,3,1,248,73,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,365
40.69055,-73.92357,2011,2,11,0.46,2,1,187,63,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,314
40.7735,-73.98697,2003,30,30,0.33,4,11,400,228,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1139
40.67505,-73.95969,2009,3,31,0.32,1,1,70,128,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,638
40.72974,-73.98201,2014,4,49,0.51,1,2,268,210,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1051
40.70925,-73.95425,2015,4,23,0.24,3,1,209,33,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,164
40.72315,-73.95226,2020,2,20,0.21,5,2,247,117,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,586
40.73939,-73.99612,2022,10,18,0.9,5,1,0,166,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,828
40.74112,-73.97686,2005,6,90,0.95,3,1,0,120,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,600
40.72019,-73.98217,2011,2,99,1.04,5,1,0,140,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,700
40.72133,-73.99666,2006,1,6,0.06,5,3,0,125,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,623
40.75744,-73.92163,2015,30,21,0.22,5,8,0,227,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1135
40.75695,-73.9202,2013,30,24,0.26,5,8,0,66,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,331
40.8296,-73.94651,2014,2,111,1.17,3,1,0,54,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,271
40.79056,-73.9468,2014,2,86,0.91,1,1,0,43,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,217
40.73631,-73.99977,2020,15,66,0.69,5,2,0,123,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,613
40.86466,-73.85709,2008,2,271,2.84,1,2,0,15,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,73
40.71312,-73.96199,2008,2,227,2.4,5,1,19,211,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1057
40.71297,-73.94336,2005,4,80,1.55,3,1,88,109,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,546
40.73712,-74.00166,2004,30,5,0.07,5,1,62,18,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,88
40.69242,-73.95097,2012,2,187,1.97,3,2,420,167,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,833
40.74695,-74.00454,2011,4,1,0.02,3,1,398,88,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,440
40.67497,-73.87305,2011,3,177,1.86,2,1,145,236,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1181
40.66788,-73.94813,2010,4,90,0.94,3,1,45,185,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,923
40.76684,-73.95944,2014,7,39,0.41,2,1,369,172,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,858
40.67946,-73.96501,2013,3,33,0.35,1,1,214,194,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,972
40.66944,-73.98083,2005,3,179,2.02,5,1,114,69,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,346
40.72566,-73.97748,2010,3,81,0.85,4,2,171,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,152
40.71943,-73.95958,2003,30,52,0.54,4,1,228,111,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,557
40.74249,-73.92466,2010,2,160,1.68,2,1,301,35,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,177
40.74033,-74.00024,2020,6,23,0.27,1,2,129,167,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,836
40.7969,-73.96128,2007,6,35,0.37,4,1,210,36,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,181
40.83403,-73.94553,2010,1,225,2.35,5,1,146,183,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,913
40.65513,-73.95641,2014,1,401,6.62,4,2,313,111,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,556
40.65589,-73.95539,2016,1,72,0.84,2,2,292,13,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,67
40.70275,-73.94501,2003,1,46,0.97,5,1,30,51,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,253
40.68497,-73.95592,2021,3,207,2.18,4,1,97,142,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,710
40.82922,-73.94174,2005,3,50,0.65,3,2,95,157,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,783
40.71137,-73.94362,2014,2,273,2.85,3,1,373,152,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,760
40.73089,-73.98195,2013,30,25,0.26,4,1,67,150,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,749
40.6755,-73.97859,2021,4,105,1.62,1,1,43,113,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,565
40.68812,-73.94934,2021,4,72,0.76,5,3,402,113,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,567
40.7694,-73.9572,2004,0,8,0.08,3,1,179,165,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,825
40.68634,-73.96161,2020,0,58,0.61,1,6,340,92,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,458
40.7093,-73.9497,2003,0,8,0.09,4,1,322,24,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,120
40713.0,-73.99752,2019,0,172,1.84,5,2,63,123,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,613
40.75895,-73.9883,2021,0,330,7.14,4,1,420,141,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,704
40.68186,-73.94113,2022,3,123,1.29,2,1,236,129,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,644
40.68364,-73.91076,2021,2,55,0.59,1,1,85,100,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,500
40.71893,-73.9428,2021,4,87,0.99,4,1,75,223,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1114
40.82802,-73.92039,2021,3,258,2.7,1,2,130,116,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,581
40.68765,-73.97073,2016,2,4,0.18,4,1,240,71,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,353
40.71413,-73.96596,2012,14,31,0.33,4,1,425,136,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,680
40.71973,-73.95582,2022,3,14,0.15,5,1,138,71,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,357
40.69025,-73.93323,2005,3,30,0.32,1,3,397,26,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,128
40.73826,-73.92458,2009,28,258,2.9,2,1,251,185,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,924
40.73049,-73.96115,2009,3,228,2.39,4,3,324,37,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,186
40.73854,-74.00821,2011,90,9,0.2,3,1,93,16,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,80
40.75877,-73.98863,2005,2,179,1.88,2,1,66,142,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,709
40.67688,-73.9859,2022,7,9,0.1,2,1,264,95,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,473
40.70051,-73.92204,2015,1,1,0.37,1,1,375,93,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,466
40.71712,-73.98898,2021,30,25,0.49,1,1,103,46,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,228
40.60742,-74.14388,2012,2,2,0.05,1,1,91,126,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,629
40.68741,-73.95741,2014,3,152,1.6,1,3,380,104,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,520
40.75627,-73.9211,2012,30,24,0.25,3,8,259,95,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,476
40.79816,-73.9619,2014,2,45,0.47,4,3,4,178,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,892
40.61927,-74.0307,2003,30,7,0.08,4,1,267,105,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,523
40.8078,-73.95208,2010,7,19,0.35,5,1,231,29,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,145
40.61922,-73.99399,2006,1,24,0.26,2,1,384,93,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,464
40.68275,-73.96148,2007,4,8,0.09,4,2,0,195,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,977
40.71813,-73.98416,2016,1,29,0.31,2,2,0,194,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,970
40.71892,-73.98401,2004,1,14,0.15,5,2,0,187,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,934
40816.0,-73.95545,2013,1,33,0.38,5,1,0,180,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,898
40.82748,-73.95153,2007,4,99,1.04,3,1,0,55,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,275
40.68634,-73.95088,2003,3,59,0.62,5,3,0,85,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,423
40.72229,-73.97901,2017,3,142,1.5,1,1,0,76,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,379
40.72595,-73.95298,2004,29,22,0.23,4,1,0,145,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,725
40.71193,-74.00817,2020,3,82,0.87,5,2,0,220,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1102
40.68012,-73.97847,2003,2,23,0.24,1,6,0,159,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,793
40.74233,-73.99865,2006,4,32,0.34,4,1,0,40,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,200
40.67424,-73.96665,2017,5,24,0.25,2,1,0,184,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,921
40.80486,-73.95298,2006,1,59,0.63,2,2,0,14,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,70
40.80307,-73.95048,2017,55,6,0.08,5,2,0,46,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,230
40.68653,-73.98562,2009,4,18,0.21,4,1,325,79,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,396
40.71611,-73.99828,2007,30,59,0.64,3,1,211,24,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,119
40.67964,-73.93946,2012,7,63,1.87,1,1,162,49,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,244
40.76189,-73.99,2017,2,52,0.55,1,1,122,139,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,697
40.72645,-73.98035,2018,1,278,2.95,2,3,341,39,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,196
40.66293,-73.99833,2009,5,1,0.01,1,1,411,102,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,510
40.69046,-73.95167,2017,2,35,0.4,4,1,7,232,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1159
40.83001,-73.92158,2006,5,235,2.49,2,2,29,72,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,361
40.79239,-73.94535,2015,28,115,1.21,5,2,265,218,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1090
40.72709,-73.98274,2004,1,109,1.15,2,1,116,97,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,486
40.72599,-74.00168,2005,5,1,0.01,4,1,392,118,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,588
40.68309,-73.94219,2004,3,305,3.24,3,1,175,156,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,779
40.79442,-73.93433,2007,1,102,1.52,4,1,267,223,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1114
40.76166,-73.99675,2017,30,83,0.88,3,1,303,135,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,676
40.70163,-73.90867,2006,1,19,0.25,1,1,420,135,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,674
40.75575,-73.96842,2015,2,61,0.65,3,1,233,116,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,578
40.80903,-73.94197,2009,5,89,0.94,1,1,336,205,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1025
40.66414,-73.98574,2003,1,40,0.44,3,1,69,213,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1067
40.74,-74.00381,2003,30,80,0.86,5,2,16,98,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,488
40.75348,-73.97065,2019,30,136,1.45,4,1,272,83,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,417
40.72066,-73.98506,2010,3,100,1.06,5,1,119,123,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,613
40.71746,-73.95497,2014,2,125,1.36,4,3,419,221,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1105
40.70257,-73.9847,2022,5,40,0.5,2,1,367,194,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,968
40.73833,-73.98186,2019,30,139,1.59,5,4,180,208,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1038
40.71892,-73.99628,2021,7,2,0.03,2,1,239,38,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,188
40.77679,-73.91687,2021,28,49,0.53,5,1,87,27,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,134
40.71693,-73.98948,2017,5,8,0.11,3,1,42,230,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1148
40.68501,-73.97019,2012,5,124,1.32,1,1,149,126,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,631
40.66068,-73.96003,2003,21,5,0.12,2,1,39,162,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,810
40.67722,-73.96542,2022,1,147,1.57,5,1,387,11,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,57
40.68975,-73.96703,2022,1,43,0.46,5,11,338,12,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,59
40.69221,-73.95866,2008,6,8,0.33,3,1,321,92,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,461
40.72969,-74.00635,2004,2,37,0.39,1,1,302,204,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1019
40.6893,-73.96602,2010,1,120,1.28,3,11,3,208,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1038
40.70832,-73.94157,2017,1,24,0.29,5,1,187,231,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1156
40.68016,-73.94878,2015,3,5,0.05,2,1,408,188,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,938
40.70875,-73.95508,2011,30,242,2.59,5,1,183,51,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,256
40.85888,-73.92886,2010,4,229,2.45,3,1,87,137,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,683
40.8679,-73.90023,2013,2,108,1.36,1,2,8,128,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,640
40.6889,-73.95383,2022,2,181,1.92,5,1,1,93,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,463
40.75127,-73.99637,2005,5,34,0.39,1,1,297,86,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,429
40.67607,-73.94421,2003,3,5,0.05,1,1,32,231,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1154
40.73834,-73.9823,2021,1,5,0.06,4,1,211,126,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,629
40.71582,-73.99902,2010,1,49,0.58,2,1,88,108,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,538
40.81068,-73.94288,2008,1,11,0.12,1,2,67,206,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1029
40.73129,-73.99944,2019,3,107,1.15,2,1,350,52,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,262
40.71628,-73.95737,2003,2,241,2.6,4,1,109,12,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,58
40.78558,-73.9726,2014,1,176,1.89,3,1,364,11,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,53
40.7146,-73.9910,2006,4,151,1.63,4,2,193,158,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,792
40.79493,-73.94462,2004,3,49,0.53,2,2,402,77,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,383
40.6623,-73.99049,2014,120,13,0.14,3,1,248,229,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1145
40.73693,-73.95284,2009,3,33,0.47,3,28,233,223,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1113
40.73641,-73.9533,2006,3,24,0.32,4,28,419,21,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,104
40.73794,-73.95254,2009,3,59,0.66,2,28,109,137,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,685
40.58147,-73.96726,2011,1,2,0.04,1,1,189,127,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,637
40.79771,-73.96323,2013,2,16,0.23,2,1,250,136,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,678
40.81512,-73.94692,2008,2,72,0.77,3,1,203,176,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,878
40.73783,-73.95259,2009,3,3,0.03,2,28,216,106,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,528
40.73714,-73.95296,2011,3,6,0.1,4,28,372,169,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,847
40.74965,-73.89344,2009,5,56,0.66,4,3,0,48,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,241
40.73793,-73.95316,2012,3,7,0.08,3,28,0,62,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,310
40.68197,-73.96549,2022,1,2,0.03,5,1,0,125,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,627
40.70271,-73.91566,2013,2,178,2.69,4,1,0,113,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,564
40.7116,-73.9529,2015,30,30,0.8,2,1,0,100,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,499
40.69241,-73.94885,2018,2,190,2.04,3,1,0,29,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,143
40.72004,-73.99424,2018,7,25,0.27,3,2,0,156,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,778
40.74511,-73.92398,2004,10,81,0.98,5,2,0,138,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,692
40.74599,-74.00253,2006,2,7,0.08,1,1,0,100,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,499
40.68946,-73.99385,2022,4,216,2.31,5,1,0,169,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,844
40.68226,-73.95473,2012,30,31,0.33,4,1,0,132,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,661
40.67855,-73.8896,2019,90,53,0.57,4,2,0,26,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,128
40.71408,-73.9489,2008,3,247,2.65,2,2,0,205,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1025
40.68618,-73.96144,2018,3,233,2.5,5,1,318,152,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,758
40.67379,-73.98454,2005,3,135,1.45,5,1,162,193,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,963
40.70554,-73.76637,2015,4,20,0.23,3,1,140,148,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,738
40.74031,-74.00532,2019,4,46,0.5,4,1,418,66,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,328
40.74618,-74.00392,2015,365,10,0.12,1,1,230,35,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,177
40.81872,-73.94567,2007,1,143,2.83,1,1,365,227,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1137
40.59251,-74.06479,2005,2,21,0.26,5,4,388,92,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,459
40.59262,-74.06659,2013,2,8,0.09,1,4,297,169,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,845
40.69142,-73.97203,2010,7,4,0.05,1,2,167,187,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,937
40.76928,-73.95021,2019,2,314,3.45,4,2,388,152,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,761
40.68338,-73.95289,2003,3,18,0.25,3,1,178,113,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,563
40.72953,-74.00462,2014,7,11,0.12,1,1,381,59,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,294
40.70523,-74.01345,2015,7,51,0.55,3,1,35,97,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,483
40.74025,-74.00161,2012,5,20,0.33,4,1,14,63,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,313
40.73378,-74.00429,2004,7,8,0.12,5,1,132,176,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,878
40.72087,-73.99022,2004,31,59,0.63,1,1,370,24,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,121
40.7193,-73.98966,2016,5,10,0.46,4,1,355,233,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1165
40.73312,-74.0042,2006,4,153,1.66,5,4,254,128,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,640
40.69778,-73.97676,2012,3,110,1.2,2,1,302,68,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,342
40.72534,-73.98591,2016,2,69,0.91,4,2,9,203,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1014
